App;MedianMemory_MB;Pct95_Median_MB;Pct99_Median_MB;MeanSampleCount;SpikeFlag;LowSamplesFlag;AlwaysHighFlag
9f84b74eae249d24e442856334ecf5acc3954296ba90f793735964d65d0dca14;616.5;972.5;1057.0;325.9166666666667;False;False;True
f9063d5e8971c740e035b40e7953fe7253cfa2c5dccf569c9047b2195e5bcb46;616.0;630.0;630.0;17261.916666666668;False;False;True
75c0d1ed3591cef43631a4d41b9d2969d88661782c7f81671f784266eff8ed9f;615.5;1139.5;1183.5;17191.666666666668;False;False;True
22488e608d908847637240272df5ba2f409b4e071baad35d5544fa373daf1a21;615.0;670.0;700.0;597.0;False;False;True
c20e852e5cc44fc248a82a51bd81c6272172f85cc04777eab0f316806964e564;612.0;693.0;711.0;606.0;False;False;True
b8e1e7c2ab5ebf1a2a59c79ddd3f44eeb2c492ae0ccdf2a2ed4887ca8d57f1df;611.5;989.5;1024.5;16252.4;False;False;True
1717739519d26dae3441e75ae2f8d6a728939177f2f1f6d25dea2b2e0d7b1d4d;611.0;618.0;623.0;17233.333333333332;False;False;True
4a9294ad5561154ba22fd3ded93f72637766d2186f037177cd21de43411379e8;605.0;667.0;667.0;521.0;False;False;True
ed3a519ed9c295daa90b9c19020fe30c01192a15cc3a9bed4e6a6a18ee834633;604.0;629.0;631.0;537.0;False;False;True
f1703aac87aa35c50712eee02b3577119a7d7bde1e9594414fb83768bad55c3b;599.5;712.5;717.0;17235.25;False;False;True
482c670c7f8a07107b3c1b1ff02dcf9d1785e9db43cf41d057dc7c7c04ea02c1;598.0;1034.0;1147.0;16268.2;False;False;True
5b07c251ecabcc1151163dbac4b99945f4146791bd073690f91ce57885ddef0c;593.0;887.0;1014.0;17295.0;False;False;True
fc89ac6c5e6bfd64250d1bd85e0ff1024ec96fb15539375a8982e3622b559351;587.0;902.0;1069.0;16261.9;False;False;True
51c3c01ed93e3c4b716468922e5de2ca61f7b02f724bb64ff054a4cc6a317e56;587.0;605.0;628.0;267.0;False;False;True
c1569084e4d9a32923284a370e69e9fe4e62f6881c323a5a8ddd02330383366c;587.0;870.5;870.5;17240.25;False;False;True
0e8273793cd45081800a079a31cb0d7c4157d1be00d046c433e19bb2775d3208;586.5;1239.0;1343.0;507818.6666666667;False;False;True
714183a76918fc2d82370ae82cd0915f888d75b7bd9e79a96549714aedca8d4c;586.0;1397.5;1489.0;28754.833333333332;False;False;True
19bbc55f4db14b5098de3db4ad71f63b7e6ab3fb3ac5c243766d48d2e6ac01e9;585.5;625.0;654.0;17252.0;False;False;True
252fcf7fa2a4827b98cb17e5fb1297b400faa1969dba8f1d7dcce4811b2c919b;585.0;972.0;1027.0;8570.09090909091;False;False;True
32a1b89cfaf4f59bfd8fc5b8fd4cc51432fb3534c800fa2bb4d8718725aaa672;577.0;1296.0;1449.0;1250.5833333333333;False;False;True
2fea06f9fb34b9bac4237036469173041e0615a10e8123af72b5e5f482eeedc0;576.5;944.5;1087.5;16317.7;False;False;True
b71650bc77d68b3b027da33549009bd89a3791d9b7e47fd9d04a4eeb1f1d4e46;565.5;1003.0;1063.5;67197.08333333333;False;False;True
364289900c75cc37672654546822b145e78d12d249c623f13e024c67a056f0d9;565.0;762.0;839.0;5792.0;False;False;True
63eeaca946f73a2eac775f39cab6b6bc85192abf0d905dc7cad6ef72a397a3c1;565.0;1134.0;1285.0;18453.583333333332;False;False;True
a6bec4afffefb9313ae4d82794937a328bbe8d82cd6ba9fd276569d3f282d09c;564.0;910.0;949.0;15321.666666666666;False;False;True
48cc77d592fcd8898d3af24bff8967453f9e121baaf5b05e015d61ec81e757e7;557.0;870.5;872.5;870.5;False;False;True
800562bfb726ee8a855796b22193755be9220bf75a79539e5acae402af3f6cf3;556.0;1181.0;1319.0;55012.583333333336;False;False;True
c2cb85c7826c12bdf09fe8e3bef0551be6f07840a2cc1e17c4adf78dfdab4dc1;555.5;868.0;972.5;16316.6;False;False;True
811f210e7d9bc00103428624494d64111057d5d3e64d2005060fff054befdb9b;551.0;986.0;1006.5;67718.58333333333;False;False;True
07c19c132b12637e2af8f8bbdf1c0ae8fe6c4ee33971ee8ffe272d45bd23ab0a;547.5;926.5;947.0;5483.0;False;False;True
da4511fdbeaf723e70abf4ae3536467787d33da2189c7f7826e4d647b0944347;547.0;634.0;643.0;43821.0;False;False;True
062e3f1ffeadf5f09d89be7dd9d668a7134d62157032a72d5a607ad23e519328;545.0;617.0;617.0;1205.8;False;False;True
9177a96b65409d1fdb2ec9ae07d7093dac4932b06ebe6ac53d2a034259640f29;543.0;924.5;979.0;10095.75;False;False;True
6f15f8b85451aeac7e769fec30212f7ab7249726c36552f5eaec3f3586006558;539.0;599.5;606.5;18241.833333333332;False;False;True
35586c8efcaaa6445b61cf74fa138668b5a296b7d03d39f0fc18cfbec70ec094;539.0;886.0;911.0;17230.166666666668;False;False;True
fbffa22e244a72ef885c2c953e9c041d887048290ad14c449e19d2167020edd1;533.0;554.0;555.0;298.72727272727275;False;False;True
d09aabe72ff7a0ab04d0438b87ce600f26efdff310859dda7a19292994fe1024;531.0;581.0;591.5;17272.083333333332;False;False;True
86b15a571a528c7cf883e5b283d2244d7974f853a2d78047614cafd8b10beba5;527.0;659.0;659.0;331.0;False;False;True
d2b8081bb68e8d61e914ec06ccdfcb4868cad5e909ff09daff062cff9650e0cf;527.0;735.0;739.0;513.0;False;False;True
849321c2ef88a963f55a0d1876ad12a24d9d8dbe2c674ca69dedf7f3db380267;526.5;702.5;705.5;589.1;False;False;True
ba5376e13032cb00ad6232f5f12a011d2d5dd852c0673f690bdd5023bee95f91;526.0;675.0;703.0;14891.7;False;False;True
0ae48610417aef56dcd56b3e6626ca78a6f49c3c6a046c62214d27bda857f85f;526.0;1338.0;1433.5;5754.25;False;False;True
a1d3d16c10d4c2e376963f5a81eedaa4f14f47da3ff77594d953440954e6216c;523.0;1215.0;1384.0;1481.0833333333333;False;False;True
d34645a0d0c0d1d0393c5b347aa7ac32a4f76d3dd15611bcf13b682b9500a011;523.0;624.0;670.0;15843.5;False;False;True
c06fc97e11a9014091bebdc96d4431a8c72f0c0998608b7e220b0658f63b76cf;517.0;713.0;916.5;2945.8;False;False;True
5f5be7ebded51aae24a61f24ab97ad7239e6148f2329285f5ad7b38edc4d21fe;517.0;559.0;599.0;1057.7142857142858;False;False;True
f868a5982ac2fff655edf2b9395a429ac8aa72cbe95026f909bd87e92eb1e7c0;516.0;578.0;578.0;749.0;False;False;True
c467d094e4a0ab555bb2fea298f837cbec7bdcd43e22b10741362d63edef303a;515.5;1023.5;1286.5;2415.0;False;False;True
1b90bd919e8687a8074be520d15e0358bd63270ce623540ee3bc9ff3e66c57e9;515.0;573.0;573.0;681.0;False;False;True
eaf25af2dbd15d0368721d95e12e8e4ecdac4d87c0e1575145f3589c714440ea;515.0;567.0;567.0;311.54545454545456;False;False;True
c4affbad6927968a97511ce40dee48d61510cfba7283765f6a3377b662a7df6a;514.0;773.0;773.0;737.1666666666666;False;False;True
8d178decc030c953c39fc35209f652bc41b2920976a62ec504ea8eeb4aea3a46;513.0;1036.0;1306.0;104121.90909090909;False;False;True
3f046636319e21f38a2ed8be0c88abdd0e8814bca6cee6ed66aeba12be31cac8;512.0;560.0;644.0;20054.0;False;False;True
6d103a693483dcf3e37826b10efec4542d7267a4227de7dd7ca25f124dc0c932;511.5;568.5;605.0;8396.5;False;False;True
3c60e70c39e2ef213eaf1bd9aa85b823594f8c291186e1e1658cfb7a8d011959;511.0;532.5;579.0;209099.41666666666;False;False;True
2085218aa808c46d0113e8e4383dd43048ff31cefe0db91237713f5751916f99;509.0;930.0;1180.0;16265.6;False;False;True
b5e34e1398b2367e5aab732fc6b121b9658252ea762acfc1fa8995ce6b9ae584;507.5;846.5;947.5;73440.58333333333;False;False;True
a5018c3b8743e2a837b717f1d539096e2e1c10f58803ba18ec479890f3aacdf8;506.5;618.5;627.0;17256.916666666668;False;False;True
482892868cd2ae0dd144842b47c7e94dbbe5d1efd8a4cb5d076a64750446cc79;506.0;577.0;606.0;1204308.4166666667;False;False;True
2732aa5093476734c7bca5959f1158355c23c0254d0c40002a6f8453b424ef4a;505.5;604.0;614.5;60110.666666666664;False;False;True
3656c1294f0fd18ca8d2f45de88820aaa5a0dcabc85873389c5c8306f0e17afd;504.0;640.5;683.0;5110.5;False;False;True
39c8f06f77f2dd0014b8e7835f39f631b48371f54e267f7d4bd9878923de87ed;195.0;195.0;195.0;2.0;False;True;False
9c56ef2a8c20c464ea6dc7c99e0e698a9cff9b58604f6dbc19f6122dc6d565fc;135.0;155.0;155.0;8.0;False;True;False
0e27e14164d8f3cd35d0054a4fc7c80f94d64d22dbda343e803b253138b4ba44;129.0;157.0;157.0;4.0;False;True;False
8da17f6ad0d77ef35d1ebf4a8c1f0b33dee265f247e70a675778e7e7979b4649;116.0;281.0;281.0;7.0;False;True;False
d1c3861a72f249001d692e3f1849377b38d90d270269baaf6e540ef0fc45f3a8;73.0;77.0;77.0;8.0;False;True;False
480769beb4cb747bcb0cd0bf7bc4f318f670582a1fd2568280c680a6467b72f3;62.0;69.0;69.0;5.0;False;True;False
